Entity_Name,Entity_Type,Year,Quarter,registeredUser,State
north garo hills,District,2022,3,9773,meghalaya
south west garo hills,District,2022,3,9735,meghalaya
east garo hills,District,2022,3,9484,meghalaya
south garo hills,District,2022,3,8265,meghalaya
west khasi hills,District,2022,3,7493,meghalaya
793001,Pincode,2022,2,26896,meghalaya
793002,Pincode,2022,2,15794,meghalaya
794001,Pincode,2022,2,13275,meghalaya
794104,Pincode,2022,2,13038,meghalaya
794105,Pincode,2022,2,13006,meghalaya
793011,Pincode,2022,2,11798,meghalaya
793101,Pincode,2022,2,11696,meghalaya
794101,Pincode,2022,2,10115,meghalaya
793210,Pincode,2022,2,10028,meghalaya
793150,Pincode,2022,2,8576,meghalaya
east khasi hills,District,2022,2,108330,meghalaya
west garo hills,District,2022,2,58178,meghalaya
ribhoi,District,2022,2,26541,meghalaya
east jaintia hills,District,2022,2,19314,meghalaya
west jaintia hills,District,2022,2,12593,meghalaya
north garo hills,District,2022,2,9312,meghalaya
south west garo hills,District,2022,2,9266,meghalaya
east garo hills,District,2022,2,9052,meghalaya
south garo hills,District,2022,2,7922,meghalaya
west khasi hills,District,2022,2,7196,meghalaya
793001,Pincode,2022,1,25549,meghalaya
793002,Pincode,2022,1,14982,meghalaya
794001,Pincode,2022,1,12581,meghalaya
794104,Pincode,2022,1,12299,meghalaya
794105,Pincode,2022,1,12278,meghalaya
793011,Pincode,2022,1,11198,meghalaya
793101,Pincode,2022,1,11049,meghalaya
794101,Pincode,2022,1,9581,meghalaya
793210,Pincode,2022,1,9469,meghalaya
793150,Pincode,2022,1,8140,meghalaya
east khasi hills,District,2022,1,102838,meghalaya
west garo hills,District,2022,1,55028,meghalaya
ribhoi,District,2022,1,25112,meghalaya
east jaintia hills,District,2022,1,18301,meghalaya
west jaintia hills,District,2022,1,11952,meghalaya
north garo hills,District,2022,1,8795,meghalaya
south west garo hills,District,2022,1,8758,meghalaya
east garo hills,District,2022,1,8578,meghalaya
south garo hills,District,2022,1,7508,meghalaya
west khasi hills,District,2022,1,6839,meghalaya
793001,Pincode,2022,4,29682,meghalaya
793002,Pincode,2022,4,17452,meghalaya
794001,Pincode,2022,4,14596,meghalaya
794104,Pincode,2022,4,14408,meghalaya
794105,Pincode,2022,4,14338,meghalaya
793011,Pincode,2022,4,13052,meghalaya
793101,Pincode,2022,4,12917,meghalaya
794101,Pincode,2022,4,11082,meghalaya
793210,Pincode,2022,4,11069,meghalaya
793150,Pincode,2022,4,9332,meghalaya
east khasi hills,District,2022,4,118978,meghalaya
west garo hills,District,2022,4,63792,meghalaya
ribhoi,District,2022,4,29041,meghalaya
east jaintia hills,District,2022,4,21201,meghalaya
west jaintia hills,District,2022,4,13633,meghalaya
north garo hills,District,2022,4,10145,meghalaya
south west garo hills,District,2022,4,10062,meghalaya
east garo hills,District,2022,4,9846,meghalaya
south garo hills,District,2022,4,8553,meghalaya
west khasi hills,District,2022,4,7705,meghalaya
793001,Pincode,2020,3,16464,meghalaya
793002,Pincode,2020,3,9658,meghalaya
794001,Pincode,2020,3,8252,meghalaya
794105,Pincode,2020,3,7516,meghalaya
793011,Pincode,2020,3,7165,meghalaya
794104,Pincode,2020,3,7151,meghalaya
793101,Pincode,2020,3,6925,meghalaya
794101,Pincode,2020,3,6212,meghalaya
793210,Pincode,2020,3,6014,meghalaya
793150,Pincode,2020,3,4865,meghalaya
east khasi hills,District,2020,3,65268,meghalaya
west garo hills,District,2020,3,34201,meghalaya
ribhoi,District,2020,3,15427,meghalaya
east jaintia hills,District,2020,3,11084,meghalaya
west jaintia hills,District,2020,3,6997,meghalaya
north garo hills,District,2020,3,5242,meghalaya
south west garo hills,District,2020,3,5082,meghalaya
east garo hills,District,2020,3,5002,meghalaya
south garo hills,District,2020,3,4370,meghalaya
west khasi hills,District,2020,3,3899,meghalaya
793001,Pincode,2020,2,14552,meghalaya
793002,Pincode,2020,2,8623,meghalaya
794001,Pincode,2020,2,7198,meghalaya
794105,Pincode,2020,2,6521,meghalaya
793011,Pincode,2020,2,6232,meghalaya
793101,Pincode,2020,2,6219,meghalaya
794104,Pincode,2020,2,6083,meghalaya
794101,Pincode,2020,2,5464,meghalaya
793210,Pincode,2020,2,5434,meghalaya
793007,Pincode,2020,2,4166,meghalaya
east khasi hills,District,2020,2,57322,meghalaya
west garo hills,District,2020,2,29492,meghalaya
ribhoi,District,2020,2,13550,meghalaya
east jaintia hills,District,2020,2,9695,meghalaya
west jaintia hills,District,2020,2,5717,meghalaya
north garo hills,District,2020,2,4318,meghalaya
south west garo hills,District,2020,2,4266,meghalaya
east garo hills,District,2020,2,4132,meghalaya
south garo hills,District,2020,2,3590,meghalaya
west khasi hills,District,2020,2,3195,meghalaya
793001,Pincode,2020,1,12683,meghalaya
793002,Pincode,2020,1,7456,meghalaya
794001,Pincode,2020,1,6105,meghalaya
793101,Pincode,2020,1,5466,meghalaya
794105,Pincode,2020,1,5314,meghalaya
793011,Pincode,2020,1,5248,meghalaya
793210,Pincode,2020,1,4873,meghalaya
794101,Pincode,2020,1,4682,meghalaya
794104,Pincode,2020,1,4673,meghalaya
793007,Pincode,2020,1,3524,meghalaya
east khasi hills,District,2020,1,49251,meghalaya
west garo hills,District,2020,1,24124,meghalaya
ribhoi,District,2020,1,11689,meghalaya
east jaintia hills,District,2020,1,8368,meghalaya
west jaintia hills,District,2020,1,4530,meghalaya
north garo hills,District,2020,1,3311,meghalaya
east garo hills,District,2020,1,3251,meghalaya
south west garo hills,District,2020,1,3234,meghalaya
south garo hills,District,2020,1,2810,meghalaya
west khasi hills,District,2020,1,2522,meghalaya
793001,Pincode,2020,4,18247,meghalaya
793002,Pincode,2020,4,10753,meghalaya
794001,Pincode,2020,4,9064,meghalaya
794105,Pincode,2020,4,8293,meghalaya
794104,Pincode,2020,4,8140,meghalaya
793011,Pincode,2020,4,8005,meghalaya
793101,Pincode,2020,4,7641,meghalaya
794101,Pincode,2020,4,6857,meghalaya
793210,Pincode,2020,4,6558,meghalaya
793150,Pincode,2020,4,5486,meghalaya
east khasi hills,District,2020,4,72639,meghalaya
west garo hills,District,2020,4,37988,meghalaya
ribhoi,District,2020,4,17198,meghalaya
east jaintia hills,District,2020,4,12337,meghalaya
west jaintia hills,District,2020,4,7968,meghalaya
north garo hills,District,2020,4,5914,meghalaya
east garo hills,District,2020,4,5777,meghalaya
south west garo hills,District,2020,4,5772,meghalaya
south garo hills,District,2020,4,5006,meghalaya
west khasi hills,District,2020,4,4484,meghalaya
793001,Pincode,2019,3,10069,meghalaya
793002,Pincode,2019,3,5866,meghalaya
794001,Pincode,2019,3,4860,meghalaya
793101,Pincode,2019,3,4254,meghalaya
793011,Pincode,2019,3,4074,meghalaya
794105,Pincode,2019,3,4031,meghalaya
793210,Pincode,2019,3,3890,meghalaya
794101,Pincode,2019,3,3736,meghalaya
794104,Pincode,2019,3,3358,meghalaya
793007,Pincode,2019,3,2747,meghalaya
east khasi hills,District,2019,3,38761,meghalaya
west garo hills,District,2019,3,18509,meghalaya
ribhoi,District,2019,3,9007,meghalaya
east jaintia hills,District,2019,3,6371,meghalaya
west jaintia hills,District,2019,3,3346,meghalaya
north garo hills,District,2019,3,2403,meghalaya
east garo hills,District,2019,3,2313,meghalaya
south west garo hills,District,2019,3,2306,meghalaya
south garo hills,District,2019,3,2020,meghalaya
west khasi hills,District,2019,3,1838,meghalaya
793001,Pincode,2019,2,8597,meghalaya
793002,Pincode,2019,2,4984,meghalaya
794001,Pincode,2019,2,4119,meghalaya
793101,Pincode,2019,2,3703,meghalaya
793210,Pincode,2019,2,3445,meghalaya
794105,Pincode,2019,2,3435,meghalaya
793011,Pincode,2019,2,3426,meghalaya
794101,Pincode,2019,2,3166,meghalaya
794104,Pincode,2019,2,2826,meghalaya
793007,Pincode,2019,2,2315,meghalaya
east khasi hills,District,2019,2,33377,meghalaya
west garo hills,District,2019,2,15673,meghalaya
ribhoi,District,2019,2,7894,meghalaya
east jaintia hills,District,2019,2,5580,meghalaya
west jaintia hills,District,2019,2,2846,meghalaya
north garo hills,District,2019,2,1965,meghalaya
south west garo hills,District,2019,2,1902,meghalaya
east garo hills,District,2019,2,1855,meghalaya
south garo hills,District,2019,2,1640,meghalaya
west khasi hills,District,2019,2,1566,meghalaya
793001,Pincode,2019,1,7108,meghalaya
793002,Pincode,2019,1,4005,meghalaya
794001,Pincode,2019,1,3368,meghalaya
793101,Pincode,2019,1,3084,meghalaya
793210,Pincode,2019,1,2994,meghalaya
793011,Pincode,2019,1,2947,meghalaya
794105,Pincode,2019,1,2884,meghalaya
794101,Pincode,2019,1,2675,meghalaya
794104,Pincode,2019,1,2322,meghalaya
793007,Pincode,2019,1,1970,meghalaya
east khasi hills,District,2019,1,27937,meghalaya
west garo hills,District,2019,1,12932,meghalaya
ribhoi,District,2019,1,6543,meghalaya
east jaintia hills,District,2019,1,4643,meghalaya
west jaintia hills,District,2019,1,2276,meghalaya
north garo hills,District,2019,1,1482,meghalaya
south west garo hills,District,2019,1,1434,meghalaya
east garo hills,District,2019,1,1424,meghalaya
south garo hills,District,2019,1,1296,meghalaya
west khasi hills,District,2019,1,1191,meghalaya
793001,Pincode,2019,4,11243,meghalaya
793002,Pincode,2019,4,6629,meghalaya
794001,Pincode,2019,4,5473,meghalaya
793101,Pincode,2019,4,4803,meghalaya
794105,Pincode,2019,4,4678,meghalaya
793011,Pincode,2019,4,4575,meghalaya
793210,Pincode,2019,4,4376,meghalaya
794101,Pincode,2019,4,4209,meghalaya
794104,Pincode,2019,4,3989,meghalaya
793007,Pincode,2019,4,3067,meghalaya
east khasi hills,District,2019,4,43484,meghalaya
west garo hills,District,2019,4,21300,meghalaya
ribhoi,District,2019,4,10308,meghalaya
east jaintia hills,District,2019,4,7343,meghalaya
west jaintia hills,District,2019,4,3946,meghalaya
north garo hills,District,2019,4,2871,meghalaya
east garo hills,District,2019,4,2788,meghalaya
south west garo hills,District,2019,4,2757,meghalaya
south garo hills,District,2019,4,2434,meghalaya
west khasi hills,District,2019,4,2180,meghalaya
793001,Pincode,2021,3,22612,meghalaya
793002,Pincode,2021,3,13223,meghalaya
794001,Pincode,2021,3,11130,meghalaya
794105,Pincode,2021,3,10597,meghalaya
794104,Pincode,2021,3,10547,meghalaya
793011,Pincode,2021,3,9914,meghalaya
793101,Pincode,2021,3,9665,meghalaya
794101,Pincode,2021,3,8448,meghalaya
793210,Pincode,2021,3,8257,meghalaya
793150,Pincode,2021,3,7068,meghalaya
east khasi hills,District,2021,3,90505,meghalaya
west garo hills,District,2021,3,47869,meghalaya
ribhoi,District,2021,3,21875,meghalaya
east jaintia hills,District,2021,3,15847,meghalaya
west jaintia hills,District,2021,3,10337,meghalaya
north garo hills,District,2021,3,7584,meghalaya
south west garo hills,District,2021,3,7531,meghalaya
east garo hills,District,2021,3,7389,meghalaya
south garo hills,District,2021,3,6442,meghalaya
west khasi hills,District,2021,3,5884,meghalaya
793001,Pincode,2021,2,21124,meghalaya
793002,Pincode,2021,2,12348,meghalaya
794001,Pincode,2021,2,10389,meghalaya
794105,Pincode,2021,2,9742,meghalaya
794104,Pincode,2021,2,9602,meghalaya
793011,Pincode,2021,2,9244,meghalaya
793101,Pincode,2021,2,8921,meghalaya
794101,Pincode,2021,2,7866,meghalaya
793210,Pincode,2021,2,7644,meghalaya
793150,Pincode,2021,2,6477,meghalaya
east khasi hills,District,2021,2,84124,meghalaya
west garo hills,District,2021,2,44151,meghalaya
ribhoi,District,2021,2,20098,meghalaya
east jaintia hills,District,2021,2,14530,meghalaya
west jaintia hills,District,2021,2,9409,meghalaya
north garo hills,District,2021,2,6951,meghalaya
south west garo hills,District,2021,2,6835,meghalaya
east garo hills,District,2021,2,6754,meghalaya
south garo hills,District,2021,2,5922,meghalaya
west khasi hills,District,2021,2,5296,meghalaya
793001,Pincode,2021,1,19753,meghalaya
793002,Pincode,2021,1,11566,meghalaya
794001,Pincode,2021,1,9727,meghalaya
794105,Pincode,2021,1,9011,meghalaya
794104,Pincode,2021,1,8869,meghalaya
793011,Pincode,2021,1,8646,meghalaya
793101,Pincode,2021,1,8317,meghalaya
794101,Pincode,2021,1,7337,meghalaya
793210,Pincode,2021,1,7113,meghalaya
793150,Pincode,2021,1,5969,meghalaya
east khasi hills,District,2021,1,78429,meghalaya
west garo hills,District,2021,1,40993,meghalaya
ribhoi,District,2021,1,18641,meghalaya
east jaintia hills,District,2021,1,13460,meghalaya
west jaintia hills,District,2021,1,8665,meghalaya
north garo hills,District,2021,1,6392,meghalaya
south west garo hills,District,2021,1,6276,meghalaya
east garo hills,District,2021,1,6237,meghalaya
south garo hills,District,2021,1,5439,meghalaya
west khasi hills,District,2021,1,4858,meghalaya
793001,Pincode,2021,4,24127,meghalaya
793002,Pincode,2021,4,14142,meghalaya
794001,Pincode,2021,4,11874,meghalaya
794105,Pincode,2021,4,11487,meghalaya
794104,Pincode,2021,4,11446,meghalaya
793011,Pincode,2021,4,10570,meghalaya
793101,Pincode,2021,4,10353,meghalaya
794101,Pincode,2021,4,9032,meghalaya
793210,Pincode,2021,4,8857,meghalaya
793150,Pincode,2021,4,7635,meghalaya
east khasi hills,District,2021,4,96942,meghalaya
west garo hills,District,2021,4,51617,meghalaya
ribhoi,District,2021,4,23562,meghalaya
east jaintia hills,District,2021,4,17115,meghalaya
west jaintia hills,District,2021,4,11189,meghalaya
north garo hills,District,2021,4,8212,meghalaya
south west garo hills,District,2021,4,8197,meghalaya
east garo hills,District,2021,4,8015,meghalaya
south garo hills,District,2021,4,7005,meghalaya
west khasi hills,District,2021,4,6428,meghalaya
560068,Pincode,2018,3,158659,karnataka
560037,Pincode,2018,3,112074,karnataka
560076,Pincode,2018,3,103108,karnataka
560078,Pincode,2018,3,100291,karnataka
560100,Pincode,2018,3,98779,karnataka
560043,Pincode,2018,3,78779,karnataka
560058,Pincode,2018,3,74965,karnataka
560066,Pincode,2018,3,72460,karnataka
560064,Pincode,2018,3,70258,karnataka
560091,Pincode,2018,3,69754,karnataka
bengaluru urban,District,2018,3,3167597,karnataka
mysuru,District,2018,3,262075,karnataka
belagavi,District,2018,3,252307,karnataka
dharwad,District,2018,3,181324,karnataka
ballari,District,2018,3,177311,karnataka
bengaluru rural,District,2018,3,156268,karnataka
tumakuru,District,2018,3,154217,karnataka
dakshina kannada,District,2018,3,153231,karnataka
kalaburagi,District,2018,3,145495,karnataka
vijayapura,District,2018,3,124561,karnataka
560068,Pincode,2018,2,128921,karnataka
560037,Pincode,2018,2,93771,karnataka
560076,Pincode,2018,2,84767,karnataka
560078,Pincode,2018,2,81415,karnataka
560100,Pincode,2018,2,80283,karnataka
560043,Pincode,2018,2,64104,karnataka
560066,Pincode,2018,2,59501,karnataka
560058,Pincode,2018,2,58732,karnataka
560064,Pincode,2018,2,56605,karnataka
560103,Pincode,2018,2,54689,karnataka
bengaluru urban,District,2018,2,2553312,karnataka
mysuru,District,2018,2,205044,karnataka
belagavi,District,2018,2,194698,karnataka
dharwad,District,2018,2,144884,karnataka
ballari,District,2018,2,140995,karnataka
bengaluru rural,District,2018,2,121048,karnataka
dakshina kannada,District,2018,2,118271,karnataka
tumakuru,District,2018,2,116855,karnataka
kalaburagi,District,2018,2,113205,karnataka
vijayapura,District,2018,2,95448,karnataka
560068,Pincode,2018,1,98487,karnataka
560037,Pincode,2018,1,75304,karnataka
560076,Pincode,2018,1,65302,karnataka
560100,Pincode,2018,1,61796,karnataka
560078,Pincode,2018,1,61759,karnataka
560043,Pincode,2018,1,48734,karnataka
560066,Pincode,2018,1,46324,karnataka
560064,Pincode,2018,1,42625,karnataka
560058,Pincode,2018,1,42501,karnataka
560103,Pincode,2018,1,42384,karnataka
bengaluru urban,District,2018,1,1922368,karnataka
mysuru,District,2018,1,150799,karnataka
belagavi,District,2018,1,140320,karnataka
dharwad,District,2018,1,106877,karnataka
ballari,District,2018,1,103566,karnataka
bengaluru rural,District,2018,1,87955,karnataka
dakshina kannada,District,2018,1,87491,karnataka
tumakuru,District,2018,1,82955,karnataka
kalaburagi,District,2018,1,81933,karnataka
vijayapura,District,2018,1,68814,karnataka
560068,Pincode,2018,4,201605,karnataka
560037,Pincode,2018,4,137280,karnataka
560076,Pincode,2018,4,132105,karnataka
560078,Pincode,2018,4,130681,karnataka
560100,Pincode,2018,4,124803,karnataka
560043,Pincode,2018,4,103571,karnataka
560058,Pincode,2018,4,98214,karnataka
560091,Pincode,2018,4,93071,karnataka
560064,Pincode,2018,4,91185,karnataka
560066,Pincode,2018,4,91000,karnataka
bengaluru urban,District,2018,4,4126734,karnataka
mysuru,District,2018,4,341636,karnataka
belagavi,District,2018,4,328102,karnataka
dharwad,District,2018,4,230679,karnataka
ballari,District,2018,4,226336,karnataka
bengaluru rural,District,2018,4,209778,karnataka
tumakuru,District,2018,4,203805,karnataka
dakshina kannada,District,2018,4,202453,karnataka
kalaburagi,District,2018,4,186668,karnataka
vijayapura,District,2018,4,160346,karnataka
560068,Pincode,2023,2,680831,karnataka
560078,Pincode,2023,2,480496,karnataka
560076,Pincode,2023,2,454040,karnataka
560058,Pincode,2023,2,406762,karnataka
560100,Pincode,2023,2,404388,karnataka
560091,Pincode,2023,2,403117,karnataka
560043,Pincode,2023,2,400445,karnataka
560037,Pincode,2023,2,386148,karnataka
560064,Pincode,2023,2,359424,karnataka
560079,Pincode,2023,2,355839,karnataka
bengaluru urban,District,2023,2,15812243,karnataka
belagavi,District,2023,2,1857344,karnataka
mysuru,District,2023,2,1762422,karnataka
tumakuru,District,2023,2,1217798,karnataka
dakshina kannada,District,2023,2,1203271,karnataka
ballari,District,2023,2,1176489,karnataka
dharwad,District,2023,2,1163908,karnataka
bengaluru rural,District,2023,2,1051872,karnataka
kalaburagi,District,2023,2,994209,karnataka
vijayapura,District,2023,2,903119,karnataka
560068,Pincode,2023,1,658173,karnataka
560078,Pincode,2023,1,465268,karnataka
560076,Pincode,2023,1,439520,karnataka
560058,Pincode,2023,1,392240,karnataka
560100,Pincode,2023,1,390945,karnataka
560091,Pincode,2023,1,389038,karnataka
560043,Pincode,2023,1,387698,karnataka
560037,Pincode,2023,1,374285,karnataka
560064,Pincode,2023,1,347749,karnataka
560079,Pincode,2023,1,343905,karnataka
bengaluru urban,District,2023,1,15290372,karnataka
belagavi,District,2023,1,1785167,karnataka
mysuru,District,2023,1,1698270,karnataka
tumakuru,District,2023,1,1169009,karnataka
dakshina kannada,District,2023,1,1159914,karnataka
ballari,District,2023,1,1129725,karnataka
dharwad,District,2023,1,1121054,karnataka
bengaluru rural,District,2023,1,1012098,karnataka
kalaburagi,District,2023,1,954489,karnataka
vijayapura,District,2023,1,865920,karnataka
560068,Pincode,2022,3,601656,karnataka
560078,Pincode,2022,3,426581,karnataka
560076,Pincode,2022,3,403229,karnataka
560100,Pincode,2022,3,357272,karnataka
560058,Pincode,2022,3,357187,karnataka
560043,Pincode,2022,3,355534,karnataka
560091,Pincode,2022,3,355350,karnataka
560037,Pincode,2022,3,343521,karnataka
560064,Pincode,2022,3,318618,karnataka
560079,Pincode,2022,3,314654,karnataka
bengaluru urban,District,2022,3,13997602,karnataka
belagavi,District,2022,3,1635855,karnataka
mysuru,District,2022,3,1556384,karnataka
tumakuru,District,2022,3,1070793,karnataka
dakshina kannada,District,2022,3,1065741,karnataka
ballari,District,2022,3,1030428,karnataka
dharwad,District,2022,3,1024771,karnataka
bengaluru rural,District,2022,3,924127,karnataka
kalaburagi,District,2022,3,874282,karnataka
vijayapura,District,2022,3,792750,karnataka
560068,Pincode,2022,2,573310,karnataka
560078,Pincode,2022,2,407066,karnataka
560076,Pincode,2022,2,384794,karnataka
560100,Pincode,2022,2,340381,karnataka
560058,Pincode,2022,2,339550,karnataka
560043,Pincode,2022,2,339294,karnataka
560091,Pincode,2022,2,338150,karnataka
560037,Pincode,2022,2,328206,karnataka
560064,Pincode,2022,2,303631,karnataka
560079,Pincode,2022,2,299960,karnataka
bengaluru urban,District,2022,2,13342916,karnataka
belagavi,District,2022,2,1556041,karnataka
mysuru,District,2022,2,1482427,karnataka
tumakuru,District,2022,2,1018947,karnataka
dakshina kannada,District,2022,2,1014820,karnataka
ballari,District,2022,2,977999,karnataka
dharwad,District,2022,2,974500,karnataka
bengaluru rural,District,2022,2,877678,karnataka
kalaburagi,District,2022,2,831684,karnataka
vijayapura,District,2022,2,753598,karnataka
560068,Pincode,2022,1,545827,karnataka
560078,Pincode,2022,1,388154,karnataka
560076,Pincode,2022,1,366934,karnataka
560100,Pincode,2022,1,323960,karnataka
560043,Pincode,2022,1,323435,karnataka
560058,Pincode,2022,1,322689,karnataka
560091,Pincode,2022,1,321685,karnataka
560037,Pincode,2022,1,313105,karnataka
560064,Pincode,2022,1,289243,karnataka
560079,Pincode,2022,1,285716,karnataka
bengaluru urban,District,2022,1,12707664,karnataka
belagavi,District,2022,1,1477767,karnataka
mysuru,District,2022,1,1410095,karnataka
tumakuru,District,2022,1,966743,karnataka
dakshina kannada,District,2022,1,965225,karnataka
ballari,District,2022,1,926458,karnataka
dharwad,District,2022,1,925787,karnataka
bengaluru rural,District,2022,1,833284,karnataka
kalaburagi,District,2022,1,788989,karnataka
vijayapura,District,2022,1,714643,karnataka
560068,Pincode,2022,4,630255,karnataka
560078,Pincode,2022,4,446189,karnataka
560076,Pincode,2022,4,421750,karnataka
560058,Pincode,2022,4,375004,karnataka
560100,Pincode,2022,4,374427,karnataka
560091,Pincode,2022,4,372516,karnataka
560043,Pincode,2022,4,371881,karnataka
560037,Pincode,2022,4,359061,karnataka
560064,Pincode,2022,4,333488,karnataka
560079,Pincode,2022,4,329552,karnataka
bengaluru urban,District,2022,4,14654455,karnataka
belagavi,District,2022,4,1709145,karnataka
mysuru,District,2022,4,1627802,karnataka
tumakuru,District,2022,4,1118547,karnataka
dakshina kannada,District,2022,4,1112661,karnataka
ballari,District,2022,4,1079558,karnataka
dharwad,District,2022,4,1073312,karnataka
bengaluru rural,District,2022,4,968384,karnataka
kalaburagi,District,2022,4,913258,karnataka
vijayapura,District,2022,4,828346,karnataka
560068,Pincode,2020,3,373446,karnataka
560078,Pincode,2020,3,265627,karnataka
560076,Pincode,2020,3,252246,karnataka
560100,Pincode,2020,3,223235,karnataka
560037,Pincode,2020,3,220131,karnataka
560043,Pincode,2020,3,218963,karnataka
560058,Pincode,2020,3,215047,karnataka
560091,Pincode,2020,3,214608,karnataka
560064,Pincode,2020,3,195179,karnataka
560079,Pincode,2020,3,193680,karnataka
bengaluru urban,District,2020,3,8611452,karnataka
belagavi,District,2020,3,951629,karnataka
mysuru,District,2020,3,923296,karnataka
tumakuru,District,2020,3,618091,karnataka
dakshina kannada,District,2020,3,617552,karnataka
dharwad,District,2020,3,608659,karnataka
ballari,District,2020,3,595935,karnataka
bengaluru rural,District,2020,3,543893,karnataka
kalaburagi,District,2020,3,507894,karnataka
vijayapura,District,2020,3,458119,karnataka
560068,Pincode,2020,2,351484,karnataka
560078,Pincode,2020,2,247869,karnataka
560076,Pincode,2020,2,237431,karnataka
560100,Pincode,2020,2,211500,karnataka
560037,Pincode,2020,2,210439,karnataka
560043,Pincode,2020,2,203567,karnataka
560058,Pincode,2020,2,199801,karnataka
560091,Pincode,2020,2,198570,karnataka
560064,Pincode,2020,2,181350,karnataka
560079,Pincode,2020,2,179770,karnataka
bengaluru urban,District,2020,2,8028070,karnataka
belagavi,District,2020,2,849149,karnataka
mysuru,District,2020,2,837003,karnataka
dharwad,District,2020,2,554235,karnataka
tumakuru,District,2020,2,552123,karnataka
dakshina kannada,District,2020,2,543603,karnataka
ballari,District,2020,2,537204,karnataka
bengaluru rural,District,2020,2,496292,karnataka
kalaburagi,District,2020,2,455786,karnataka
vijayapura,District,2020,2,407483,karnataka
560068,Pincode,2020,1,334481,karnataka
560078,Pincode,2020,1,234102,karnataka
560076,Pincode,2020,1,225754,karnataka
560037,Pincode,2020,1,203140,karnataka
560100,Pincode,2020,1,202522,karnataka
560043,Pincode,2020,1,192017,karnataka
560058,Pincode,2020,1,187340,karnataka
560091,Pincode,2020,1,185405,karnataka
560064,Pincode,2020,1,170524,karnataka
560079,Pincode,2020,1,168340,karnataka
bengaluru urban,District,2020,1,7564577,karnataka
mysuru,District,2020,1,764697,karnataka
belagavi,District,2020,1,746925,karnataka
dharwad,District,2020,1,502446,karnataka
tumakuru,District,2020,1,488995,karnataka
dakshina kannada,District,2020,1,481992,karnataka
ballari,District,2020,1,481004,karnataka
bengaluru rural,District,2020,1,455608,karnataka
kalaburagi,District,2020,1,402676,karnataka
kolar,District,2020,1,361750,karnataka
560068,Pincode,2020,4,399638,karnataka
560078,Pincode,2020,4,285544,karnataka
560076,Pincode,2020,4,270449,karnataka
560100,Pincode,2020,4,237850,karnataka
560043,Pincode,2020,4,237440,karnataka
560037,Pincode,2020,4,232436,karnataka
560091,Pincode,2020,4,232398,karnataka
560058,Pincode,2020,4,232252,karnataka
560064,Pincode,2020,4,211036,karnataka
560079,Pincode,2020,4,208938,karnataka
bengaluru urban,District,2020,4,9286243,karnataka
belagavi,District,2020,4,1051934,karnataka
mysuru,District,2020,4,1015945,karnataka
dakshina kannada,District,2020,4,690826,karnataka
tumakuru,District,2020,4,682441,karnataka
dharwad,District,2020,4,663973,karnataka
ballari,District,2020,4,654751,karnataka
bengaluru rural,District,2020,4,593872,karnataka
kalaburagi,District,2020,4,559718,karnataka
vijayapura,District,2020,4,504403,karnataka
560068,Pincode,2019,3,289417,karnataka
560078,Pincode,2019,3,200025,karnataka
560076,Pincode,2019,3,194819,karnataka
560037,Pincode,2019,3,182526,karnataka
560100,Pincode,2019,3,177026,karnataka
560043,Pincode,2019,3,161899,karnataka
560058,Pincode,2019,3,155618,karnataka
560091,Pincode,2019,3,152819,karnataka
560064,Pincode,2019,3,143378,karnataka
560079,Pincode,2019,3,141222,karnataka
bengaluru urban,District,2019,3,6383771,karnataka
mysuru,District,2019,3,601068,karnataka
belagavi,District,2019,3,568340,karnataka
dharwad,District,2019,3,397243,karnataka
ballari,District,2019,3,376264,karnataka
tumakuru,District,2019,3,366543,karnataka
dakshina kannada,District,2019,3,363240,karnataka
bengaluru rural,District,2019,3,361924,karnataka
kalaburagi,District,2019,3,306756,karnataka
kolar,District,2019,3,277877,karnataka
560068,Pincode,2019,2,263531,karnataka
560078,Pincode,2019,2,178837,karnataka
560076,Pincode,2019,2,176066,karnataka
560037,Pincode,2019,2,170073,karnataka
560100,Pincode,2019,2,161939,karnataka
560043,Pincode,2019,2,143778,karnataka
560058,Pincode,2019,2,138060,karnataka
560091,Pincode,2019,2,134585,karnataka
560064,Pincode,2019,2,126663,karnataka
560079,Pincode,2019,2,125493,karnataka
bengaluru urban,District,2019,2,5694165,karnataka
mysuru,District,2019,2,517839,karnataka
belagavi,District,2019,2,492435,karnataka
dharwad,District,2019,2,342439,karnataka
ballari,District,2019,2,330704,karnataka
bengaluru rural,District,2019,2,314610,karnataka
tumakuru,District,2019,2,312592,karnataka
dakshina kannada,District,2019,2,306684,karnataka
kalaburagi,District,2019,2,267907,karnataka
kolar,District,2019,2,240400,karnataka
560068,Pincode,2019,1,237280,karnataka
560078,Pincode,2019,1,157977,karnataka
560076,Pincode,2019,1,157367,karnataka
560037,Pincode,2019,1,156716,karnataka
560100,Pincode,2019,1,145990,karnataka
560043,Pincode,2019,1,126199,karnataka
560058,Pincode,2019,1,120584,karnataka
560091,Pincode,2019,1,115911,karnataka
560064,Pincode,2019,1,110644,karnataka
560079,Pincode,2019,1,109287,karnataka
bengaluru urban,District,2019,1,5003207,karnataka
mysuru,District,2019,1,432208,karnataka
belagavi,District,2019,1,412265,karnataka
dharwad,District,2019,1,287568,karnataka
ballari,District,2019,1,281648,karnataka
bengaluru rural,District,2019,1,267147,karnataka
tumakuru,District,2019,1,258398,karnataka
